espn_id,name,year,source,league,same_as
6,South Alabama Jaguars,2015,espn,ncaafb,
6,South Alabama Jaguars,2016,espn,ncaafb,
6,South Alabama Jaguars,2017,espn,ncaafb,
6,South Alabama Jaguars,2018,espn,ncaafb,
6,South Alabama Jaguars,2019,espn,ncaafb,
6,South Alabama Jaguars,2020,espn,ncaafb,
6,South Alabama Jaguars,2021,espn,ncaafb,
6,South Alabama Jaguars,2022,espn,ncaafb,
6,South Alabama Jaguars,2023,espn,ncaafb,
6,South Alabama Jaguars,2024,espn,ncaafb,
6,South Alabama Jaguars,2025,espn,ncaafb,
7,Amherst College Lord Jeffs,2007,espn,ncaafb,
7,Amherst College Lord Jeffs,2008,espn,ncaafb,
7,Amherst College Lord Jeffs,2009,espn,ncaafb,
7,Amherst College Lord Jeffs,2010,espn,ncaafb,
7,Amherst College Lord Jeffs,2011,espn,ncaafb,
7,Amherst College Lord Jeffs,2012,espn,ncaafb,
7,Amherst College Lord Jeffs,2013,espn,ncaafb,
7,Amherst College Lord Jeffs,2014,espn,ncaafb,
7,Amherst College Lord Jeffs,2015,espn,ncaafb,
7,Amherst College Lord Jeffs,2016,espn,ncaafb,
7,Amherst College Mammoths,2017,espn,ncaafb,
7,Amherst College Mammoths,2018,espn,ncaafb,
7,Amherst College Mammoths,2019,espn,ncaafb,
7,Amherst College Mammoths,2021,espn,ncaafb,
7,Amherst College Mammoths,2022,espn,ncaafb,
7,Amherst College Mammoths,2023,espn,ncaafb,
7,Amherst Mammoths,2024,espn,ncaafb,
7,Amherst Mammoths,2025,espn,ncaafb,
8,Arkansas Razorbacks,2001,espn,ncaafb,
8,Arkansas Razorbacks,2002,espn,ncaafb,
8,Arkansas Razorbacks,2003,espn,ncaafb,
8,Arkansas Razorbacks,2004,espn,ncaafb,
8,Arkansas Razorbacks,2005,espn,ncaafb,
8,Arkansas Razorbacks,2006,espn,ncaafb,
8,Arkansas Razorbacks,2007,espn,ncaafb,
8,Arkansas Razorbacks,2008,espn,ncaafb,
8,Arkansas Razorbacks,2009,espn,ncaafb,
8,Arkansas Razorbacks,2010,espn,ncaafb,
8,Arkansas Razorbacks,2011,espn,ncaafb,
8,Arkansas Razorbacks,2012,espn,ncaafb,
8,Arkansas Razorbacks,2013,espn,ncaafb,
8,Arkansas Razorbacks,2014,espn,ncaafb,
8,Arkansas Razorbacks,2015,espn,ncaafb,
8,Arkansas Razorbacks,2016,espn,ncaafb,
8,Arkansas Razorbacks,2017,espn,ncaafb,
8,Arkansas Razorbacks,2018,espn,ncaafb,
8,Arkansas Razorbacks,2019,espn,ncaafb,
8,Arkansas Razorbacks,2020,espn,ncaafb,
8,Arkansas Razorbacks,2021,espn,ncaafb,
8,Arkansas Razorbacks,2022,espn,ncaafb,
8,Arkansas Razorbacks,2023,espn,ncaafb,
8,Arkansas Razorbacks,2024,espn,ncaafb,
8,Arkansas Razorbacks,2025,espn,ncaafb,
9,Arizona State Sun Devils,2001,espn,ncaafb,
9,Arizona State Sun Devils,2002,espn,ncaafb,
9,Arizona State Sun Devils,2003,espn,ncaafb,
9,Arizona State Sun Devils,2004,espn,ncaafb,
9,Arizona State Sun Devils,2005,espn,ncaafb,
9,Arizona State Sun Devils,2006,espn,ncaafb,
9,Arizona State Sun Devils,2007,espn,ncaafb,
9,Arizona State Sun Devils,2008,espn,ncaafb,
9,Arizona State Sun Devils,2009,espn,ncaafb,
9,Arizona State Sun Devils,2010,espn,ncaafb,
9,Arizona State Sun Devils,2011,espn,ncaafb,
9,Arizona State Sun Devils,2012,espn,ncaafb,
9,Arizona State Sun Devils,2013,espn,ncaafb,
9,Arizona State Sun Devils,2014,espn,ncaafb,
9,Arizona State Sun Devils,2015,espn,ncaafb,
9,Arizona State Sun Devils,2016,espn,ncaafb,
9,Arizona State Sun Devils,2017,espn,ncaafb,
9,Arizona State Sun Devils,2018,espn,ncaafb,
9,Arizona State Sun Devils,2019,espn,ncaafb,
9,Arizona State Sun Devils,2020,espn,ncaafb,
9,Arizona State Sun Devils,2021,espn,ncaafb,
9,Arizona State Sun Devils,2022,espn,ncaafb,
9,Arizona State Sun Devils,2023,espn,ncaafb,
9,Arizona State Sun Devils,2024,espn,ncaafb,
9,Arizona State Sun Devils,2025,espn,ncaafb,
11,Colorado Mesa Mavericks,2001,espn,ncaafb,
11,Colorado Mesa Mavericks,2002,espn,ncaafb,
11,Colorado Mesa Mavericks,2007,espn,ncaafb,
11,Colorado Mesa Mavericks,2008,espn,ncaafb,
11,Colorado Mesa Mavericks,2009,espn,ncaafb,
11,Colorado Mesa Mavericks,2010,espn,ncaafb,
11,Colorado Mesa Mavericks,2011,espn,ncaafb,
11,Colorado Mesa Mavericks,2012,espn,ncaafb,
11,Colorado Mesa Mavericks,2013,espn,ncaafb,
11,Colorado Mesa Mavericks,2014,espn,ncaafb,
11,Colorado Mesa Mavericks,2015,espn,ncaafb,
11,Colorado Mesa Mavericks,2016,espn,ncaafb,
11,Colorado Mesa Mavericks,2017,espn,ncaafb,
11,Colorado Mesa Mavericks,2018,espn,ncaafb,
11,Colorado Mesa Mavericks,2019,espn,ncaafb,
11,Colorado Mesa Mavericks,2020,espn,ncaafb,
11,Colorado Mesa Mavericks,2021,espn,ncaafb,
11,Colorado Mesa Mavericks,2022,espn,ncaafb,
11,Colorado Mesa Mavericks,2023,espn,ncaafb,
11,Colorado Mesa Mavericks,2024,espn,ncaafb,
11,Colorado Mesa Mavericks,2025,espn,ncaafb,
12,Arizona Wildcats,2001,espn,ncaafb,
12,Arizona Wildcats,2002,espn,ncaafb,
12,Arizona Wildcats,2003,espn,ncaafb,
12,Arizona Wildcats,2004,espn,ncaafb,
12,Arizona Wildcats,2005,espn,ncaafb,
12,Arizona Wildcats,2006,espn,ncaafb,
12,Arizona Wildcats,2007,espn,ncaafb,
12,Arizona Wildcats,2008,espn,ncaafb,
12,Arizona Wildcats,2009,espn,ncaafb,
12,Arizona Wildcats,2010,espn,ncaafb,
12,Arizona Wildcats,2011,espn,ncaafb,
12,Arizona Wildcats,2012,espn,ncaafb,
12,Arizona Wildcats,2013,espn,ncaafb,
12,Arizona Wildcats,2014,espn,ncaafb,
12,Arizona Wildcats,2015,espn,ncaafb,
12,Arizona Wildcats,2016,espn,ncaafb,
12,Arizona Wildcats,2017,espn,ncaafb,
12,Arizona Wildcats,2018,espn,ncaafb,
12,Arizona Wildcats,2019,espn,ncaafb,
12,Arizona Wildcats,2020,espn,ncaafb,
12,Arizona Wildcats,2021,espn,ncaafb,
12,Arizona Wildcats,2022,espn,ncaafb,
12,Arizona Wildcats,2023,espn,ncaafb,
12,Arizona Wildcats,2024,espn,ncaafb,
12,Arizona Wildcats,2025,espn,ncaafb,
13,Cal Poly Mustangs,2001,espn,ncaafb,
13,Cal Poly Mustangs,2002,espn,ncaafb,
13,Cal Poly Mustangs,2003,espn,ncaafb,
13,Cal Poly Mustangs,2004,espn,ncaafb,
13,Cal Poly Mustangs,2005,espn,ncaafb,
13,Cal Poly Mustangs,2006,espn,ncaafb,
13,Cal Poly Mustangs,2007,espn,ncaafb,
13,Cal Poly Mustangs,2008,espn,ncaafb,
13,Cal Poly Mustangs,2009,espn,ncaafb,
13,Cal Poly Mustangs,2010,espn,ncaafb,
13,Cal Poly Mustangs,2011,espn,ncaafb,
13,Cal Poly Mustangs,2012,espn,ncaafb,
13,Cal Poly Mustangs,2013,espn,ncaafb,
13,Cal Poly Mustangs,2014,espn,ncaafb,
13,Cal Poly Mustangs,2015,espn,ncaafb,
13,Cal Poly Mustangs,2016,espn,ncaafb,
13,Cal Poly Mustangs,2017,espn,ncaafb,
13,Cal Poly Mustangs,2018,espn,ncaafb,
13,Cal Poly Mustangs,2019,espn,ncaafb,
13,Cal Poly Mustangs,2021,espn,ncaafb,
13,Cal Poly Mustangs,2022,espn,ncaafb,
13,Cal Poly Mustangs,2023,espn,ncaafb,
13,Cal Poly Mustangs,2024,espn,ncaafb,
13,Cal Poly Mustangs,2025,espn,ncaafb,
15,Anna Maria College Amcats,2009,espn,ncaafb,
15,Anna Maria College Amcats,2010,espn,ncaafb,
15,Anna Maria College Amcats,2011,espn,ncaafb,
15,Anna Maria College Amcats,2012,espn,ncaafb,
15,Anna Maria College Amcats,2013,espn,ncaafb,
15,Anna Maria College Amcats,2014,espn,ncaafb,
15,Anna Maria College Amcats,2015,espn,ncaafb,
15,Anna Maria College Amcats,2016,espn,ncaafb,
15,Anna Maria College Amcats,2017,espn,ncaafb,
15,Anna Maria College Amcats,2018,espn,ncaafb,
15,Anna Maria College Amcats,2019,espn,ncaafb,
15,Anna Maria College Amcats,2021,espn,ncaafb,
15,Anna Maria College Amcats,2022,espn,ncaafb,
15,Anna Maria College Amcats,2023,espn,ncaafb,
15,Anna Maria College Amcats,2024,espn,ncaafb,
15,Anna Maria College Amcats,2025,espn,ncaafb,
16,Sacramento State Hornets,2001,espn,ncaafb,
16,Sacramento State Hornets,2002,espn,ncaafb,
16,Sacramento State Hornets,2003,espn,ncaafb,
16,Sacramento State Hornets,2004,espn,ncaafb,
16,Sacramento State Hornets,2005,espn,ncaafb,
16,Sacramento State Hornets,2006,espn,ncaafb,
16,Sacramento State Hornets,2007,espn,ncaafb,
16,Sacramento State Hornets,2008,espn,ncaafb,
16,Sacramento State Hornets,2009,espn,ncaafb,
16,Sacramento State Hornets,2010,espn,ncaafb,
16,Sacramento State Hornets,2011,espn,ncaafb,
16,Sacramento State Hornets,2012,espn,ncaafb,
16,Sacramento State Hornets,2013,espn,ncaafb,
16,Sacramento State Hornets,2014,espn,ncaafb,
16,Sacramento State Hornets,2015,espn,ncaafb,
16,Sacramento State Hornets,2016,espn,ncaafb,
16,Sacramento State Hornets,2017,espn,ncaafb,
16,Sacramento State Hornets,2018,espn,ncaafb,
16,Sacramento State Hornets,2019,espn,ncaafb,
16,Sacramento State Hornets,2021,espn,ncaafb,
16,Sacramento State Hornets,2022,espn,ncaafb,
16,Sacramento State Hornets,2023,espn,ncaafb,
16,Sacramento State Hornets,2024,espn,ncaafb,
16,Sacramento State Hornets,2025,espn,ncaafb,
17,Claremont Stags,2007,espn,ncaafb,
17,Claremont Stags,2008,espn,ncaafb,
17,Claremont Stags,2009,espn,ncaafb,
17,Claremont Stags,2010,espn,ncaafb,
17,Claremont Stags,2011,espn,ncaafb,
17,Claremont Stags,2012,espn,ncaafb,
17,Claremont Stags,2013,espn,ncaafb,
17,Claremont Stags,2014,espn,ncaafb,
17,Claremont Stags,2015,espn,ncaafb,
17,Claremont Stags,2016,espn,ncaafb,
17,Claremont Stags,2017,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2018,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2019,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2021,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2022,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2023,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2024,espn,ncaafb,
17,Claremont Mudd Scripps College Stags,2025,espn,ncaafb,
18,Bridgewater State Bears,2007,espn,ncaafb,
18,Bridgewater State Bears,2008,espn,ncaafb,
18,Bridgewater State Bears,2009,espn,ncaafb,
18,Bridgewater State Bears,2010,espn,ncaafb,
18,Bridgewater State Bears,2011,espn,ncaafb,
18,Bridgewater State Bears,2012,espn,ncaafb,
18,Bridgewater State Bears,2013,espn,ncaafb,
18,Bridgewater State Bears,2014,espn,ncaafb,
18,Bridgewater State Bears,2015,espn,ncaafb,
18,Bridgewater State Bears,2016,espn,ncaafb,
18,Bridgewater State Bears,2017,espn,ncaafb,
18,Bridgewater State (MA) Bears,2018,espn,ncaafb,
18,Bridgewater State (MA) Bears,2019,espn,ncaafb,
18,Bridgewater State (MA) Bears,2020,espn,ncaafb,
18,Bridgewater State (MA) Bears,2021,espn,ncaafb,
18,Bridgewater State (MA) Bears,2022,espn,ncaafb,
18,Bridgewater State (MA) Bears,2023,espn,ncaafb,
18,Bridgewater State Bears,2024,espn,ncaafb,
18,Bridgewater State Bears,2025,espn,ncaafb,
21,San Diego State Aztecs,2001,espn,ncaafb,
21,San Diego State Aztecs,2002,espn,ncaafb,
21,San Diego State Aztecs,2003,espn,ncaafb,
21,San Diego State Aztecs,2004,espn,ncaafb,
21,San Diego State Aztecs,2005,espn,ncaafb,
21,San Diego State Aztecs,2006,espn,ncaafb,
21,San Diego State Aztecs,2007,espn,ncaafb,
21,San Diego State Aztecs,2008,espn,ncaafb,
21,San Diego State Aztecs,2009,espn,ncaafb,
21,San Diego State Aztecs,2010,espn,ncaafb,
21,San Diego State Aztecs,2011,espn,ncaafb,
21,San Diego State Aztecs,2012,espn,ncaafb,
21,San Diego State Aztecs,2013,espn,ncaafb,
21,San Diego State Aztecs,2014,espn,ncaafb,
21,San Diego State Aztecs,2015,espn,ncaafb,
21,San Diego State Aztecs,2016,espn,ncaafb,
21,San Diego State Aztecs,2017,espn,ncaafb,
21,San Diego State Aztecs,2018,espn,ncaafb,
21,San Diego State Aztecs,2019,espn,ncaafb,
21,San Diego State Aztecs,2020,espn,ncaafb,
21,San Diego State Aztecs,2021,espn,ncaafb,
21,San Diego State Aztecs,2022,espn,ncaafb,
21,San Diego State Aztecs,2023,espn,ncaafb,
21,San Diego State Aztecs,2024,espn,ncaafb,
21,San Diego State Aztecs,2025,espn,ncaafb,
23,San Jose State Spartans,2001,espn,ncaafb,
23,San Jose State Spartans,2002,espn,ncaafb,
23,San Jose State Spartans,2003,espn,ncaafb,
23,San Jose State Spartans,2004,espn,ncaafb,
23,San Jose State Spartans,2005,espn,ncaafb,
23,San Jose State Spartans,2006,espn,ncaafb,
23,San Jose State Spartans,2007,espn,ncaafb,
23,San Jose State Spartans,2008,espn,ncaafb,
23,San Jose State Spartans,2009,espn,ncaafb,
23,San Jose State Spartans,2010,espn,ncaafb,
23,San Jose State Spartans,2011,espn,ncaafb,
23,San Jose State Spartans,2012,espn,ncaafb,
23,San Jose State Spartans,2013,espn,ncaafb,
23,San Jose State Spartans,2014,espn,ncaafb,
23,San Jose State Spartans,2015,espn,ncaafb,
23,San Jose State Spartans,2016,espn,ncaafb,
23,San Jose State Spartans,2017,espn,ncaafb,
23,San Jose State Spartans,2018,espn,ncaafb,
23,San José St Spartans,2019,espn,ncaafb,
23,San José State Spartans,2020,espn,ncaafb,
23,San José State Spartans,2021,espn,ncaafb,
23,San José State Spartans,2022,espn,ncaafb,
23,San José State Spartans,2023,espn,ncaafb,
23,San José State Spartans,2024,espn,ncaafb,
23,San José State Spartans,2025,espn,ncaafb,
24,Stanford Cardinal,2001,espn,ncaafb,
24,Stanford Cardinal,2002,espn,ncaafb,
24,Stanford Cardinal,2003,espn,ncaafb,
24,Stanford Cardinal,2004,espn,ncaafb,
24,Stanford Cardinal,2005,espn,ncaafb,
24,Stanford Cardinal,2006,espn,ncaafb,
24,Stanford Cardinal,2007,espn,ncaafb,
24,Stanford Cardinal,2008,espn,ncaafb,
24,Stanford Cardinal,2009,espn,ncaafb,
24,Stanford Cardinal,2010,espn,ncaafb,
24,Stanford Cardinal,2011,espn,ncaafb,
24,Stanford Cardinal,2012,espn,ncaafb,
24,Stanford Cardinal,2013,espn,ncaafb,
24,Stanford Cardinal,2014,espn,ncaafb,
24,Stanford Cardinal,2015,espn,ncaafb,
24,Stanford Cardinal,2016,espn,ncaafb,
24,Stanford Cardinal,2017,espn,ncaafb,
24,Stanford Cardinal,2018,espn,ncaafb,
24,Stanford Cardinal,2019,espn,ncaafb,
24,Stanford Cardinal,2020,espn,ncaafb,
24,Stanford Cardinal,2021,espn,ncaafb,
24,Stanford Cardinal,2022,espn,ncaafb,
24,Stanford Cardinal,2023,espn,ncaafb,
24,Stanford Cardinal,2024,espn,ncaafb,
24,Stanford Cardinal,2025,espn,ncaafb,
25,California Golden Bears,2001,espn,ncaafb,
25,California Golden Bears,2002,espn,ncaafb,
25,California Golden Bears,2003,espn,ncaafb,
25,California Golden Bears,2004,espn,ncaafb,
25,California Golden Bears,2005,espn,ncaafb,
25,California Golden Bears,2006,espn,ncaafb,
25,California Golden Bears,2007,espn,ncaafb,
25,California Golden Bears,2008,espn,ncaafb,
25,California Golden Bears,2009,espn,ncaafb,
25,California Golden Bears,2010,espn,ncaafb,
25,California Golden Bears,2011,espn,ncaafb,
25,California Golden Bears,2012,espn,ncaafb,
25,California Golden Bears,2013,espn,ncaafb,
25,California Golden Bears,2014,espn,ncaafb,
25,California Golden Bears,2015,espn,ncaafb,
25,California Golden Bears,2016,espn,ncaafb,
25,California Golden Bears,2017,espn,ncaafb,
25,California Golden Bears,2018,espn,ncaafb,
25,California Golden Bears,2019,espn,ncaafb,
25,California Golden Bears,2020,espn,ncaafb,
25,California Golden Bears,2021,espn,ncaafb,
25,California Golden Bears,2022,espn,ncaafb,
25,California Golden Bears,2023,espn,ncaafb,
25,California Golden Bears,2024,espn,ncaafb,
25,California Golden Bears,2025,espn,ncaafb,
26,UCLA Bruins,2001,espn,ncaafb,
26,UCLA Bruins,2002,espn,ncaafb,
26,UCLA Bruins,2003,espn,ncaafb,
26,UCLA Bruins,2004,espn,ncaafb,
26,UCLA Bruins,2005,espn,ncaafb,
26,UCLA Bruins,2006,espn,ncaafb,
26,UCLA Bruins,2007,espn,ncaafb,
26,UCLA Bruins,2008,espn,ncaafb,
26,UCLA Bruins,2009,espn,ncaafb,
26,UCLA Bruins,2010,espn,ncaafb,
26,UCLA Bruins,2011,espn,ncaafb,
26,UCLA Bruins,2012,espn,ncaafb,
26,UCLA Bruins,2013,espn,ncaafb,
26,UCLA Bruins,2014,espn,ncaafb,
26,UCLA Bruins,2015,espn,ncaafb,
26,UCLA Bruins,2016,espn,ncaafb,
26,UCLA Bruins,2017,espn,ncaafb,
26,UCLA Bruins,2018,espn,ncaafb,
26,UCLA Bruins,2019,espn,ncaafb,
26,UCLA Bruins,2020,espn,ncaafb,
26,UCLA Bruins,2021,espn,ncaafb,
26,UCLA Bruins,2022,espn,ncaafb,
26,UCLA Bruins,2023,espn,ncaafb,
26,UCLA Bruins,2024,espn,ncaafb,
26,UCLA Bruins,2025,espn,ncaafb,
29,Redlands Bulldogs,2001,espn,ncaafb,
29,Redlands Bulldogs,2007,espn,ncaafb,
29,Redlands Bulldogs,2008,espn,ncaafb,
29,Redlands Bulldogs,2009,espn,ncaafb,
29,Redlands Bulldogs,2010,espn,ncaafb,
29,Redlands Bulldogs,2011,espn,ncaafb,
29,Redlands Bulldogs,2012,espn,ncaafb,
29,Redlands Bulldogs,2013,espn,ncaafb,
29,Redlands Bulldogs,2014,espn,ncaafb,
29,Redlands Bulldogs,2015,espn,ncaafb,
29,Redlands Bulldogs,2016,espn,ncaafb,
29,Redlands Bulldogs,2017,espn,ncaafb,
29,Redlands Bulldogs,2018,espn,ncaafb,
29,Redlands Bulldogs,2019,espn,ncaafb,
29,Redlands Bulldogs,2021,espn,ncaafb,
29,Redlands Bulldogs,2022,espn,ncaafb,
29,Redlands Bulldogs,2023,espn,ncaafb,
29,Redlands Bulldogs,2024,espn,ncaafb,
29,Redlands Bulldogs,2025,espn,ncaafb,
30,USC Trojans,2001,espn,ncaafb,
30,USC Trojans,2002,espn,ncaafb,
30,USC Trojans,2003,espn,ncaafb,
30,USC Trojans,2004,espn,ncaafb,
30,USC Trojans,2005,espn,ncaafb,
30,USC Trojans,2006,espn,ncaafb,
30,USC Trojans,2007,espn,ncaafb,
30,USC Trojans,2008,espn,ncaafb,
30,USC Trojans,2009,espn,ncaafb,
30,USC Trojans,2010,espn,ncaafb,
30,USC Trojans,2011,espn,ncaafb,
30,USC Trojans,2012,espn,ncaafb,
30,USC Trojans,2013,espn,ncaafb,
30,USC Trojans,2014,espn,ncaafb,
30,USC Trojans,2015,espn,ncaafb,
30,USC Trojans,2016,espn,ncaafb,
30,USC Trojans,2017,espn,ncaafb,
30,USC Trojans,2018,espn,ncaafb,
30,USC Trojans,2019,espn,ncaafb,
30,USC Trojans,2020,espn,ncaafb,
30,USC Trojans,2021,espn,ncaafb,
30,USC Trojans,2022,espn,ncaafb,
30,USC Trojans,2023,espn,ncaafb,
30,USC Trojans,2024,espn,ncaafb,
30,USC Trojans,2025,espn,ncaafb,
32,Carroll (WI) Pioneers,2007,espn,ncaafb,
32,Carroll (WI) Pioneers,2008,espn,ncaafb,
32,Carroll (WI) Pioneers,2009,espn,ncaafb,
32,Carroll (WI) Pioneers,2010,espn,ncaafb,
32,Carroll (WI) Pioneers,2011,espn,ncaafb,
32,Carroll (WI) Pioneers,2012,espn,ncaafb,
32,Carroll (WI) Pioneers,2013,espn,ncaafb,
32,Carroll (WI) Pioneers,2014,espn,ncaafb,
32,Carroll (WI) Pioneers,2015,espn,ncaafb,
32,Carroll (WI) Pioneers,2016,espn,ncaafb,
32,Carroll (WI) Pioneers,2017,espn,ncaafb,
32,Carroll (WI) Pioneers,2018,espn,ncaafb,
32,Carroll (WI) Pioneers,2019,espn,ncaafb,
32,Carroll (WI) Pioneers,2020,espn,ncaafb,
32,Carroll (WI) Pioneers,2021,espn,ncaafb,
32,Carroll (WI) Pioneers,2022,espn,ncaafb,
32,Carroll (WI) Pioneers,2023,espn,ncaafb,
32,Carroll (WI) Pioneers,2024,espn,ncaafb,
32,Carroll (WI) Pioneers,2025,espn,ncaafb,
33,Colby White Mules,2007,espn,ncaafb,
33,Colby White Mules,2008,espn,ncaafb,
33,Colby White Mules,2009,espn,ncaafb,
33,Colby White Mules,2010,espn,ncaafb,
33,Colby White Mules,2011,espn,ncaafb,
33,Colby White Mules,2012,espn,ncaafb,
33,Colby White Mules,2013,espn,ncaafb,
33,Colby White Mules,2014,espn,ncaafb,
33,Colby White Mules,2015,espn,ncaafb,
33,Colby White Mules,2016,espn,ncaafb,
33,Colby White Mules,2017,espn,ncaafb,
33,Colby College Mules,2018,espn,ncaafb,
33,Colby College White Mules,2019,espn,ncaafb,
33,Colby College White Mules,2021,espn,ncaafb,
33,Colby College White Mules,2022,espn,ncaafb,
33,Colby College White Mules,2023,espn,ncaafb,
33,Colby College White Mules,2024,espn,ncaafb,
33,Colby College White Mules,2025,espn,ncaafb,
36,Colorado State Rams,2001,espn,ncaafb,
36,Colorado State Rams,2002,espn,ncaafb,
36,Colorado State Rams,2003,espn,ncaafb,
36,Colorado State Rams,2004,espn,ncaafb,
36,Colorado State Rams,2005,espn,ncaafb,
36,Colorado State Rams,2006,espn,ncaafb,
36,Colorado State Rams,2007,espn,ncaafb,
36,Colorado State Rams,2008,espn,ncaafb,
36,Colorado State Rams,2009,espn,ncaafb,
36,Colorado State Rams,2010,espn,ncaafb,
36,Colorado State Rams,2011,espn,ncaafb,
36,Colorado State Rams,2012,espn,ncaafb,
36,Colorado State Rams,2013,espn,ncaafb,
36,Colorado State Rams,2014,espn,ncaafb,
36,Colorado State Rams,2015,espn,ncaafb,
36,Colorado State Rams,2016,espn,ncaafb,
36,Colorado State Rams,2017,espn,ncaafb,
36,Colorado State Rams,2018,espn,ncaafb,
36,Colorado State Rams,2019,espn,ncaafb,
36,Colorado State Rams,2020,espn,ncaafb,
36,Colorado State Rams,2021,espn,ncaafb,
36,Colorado State Rams,2022,espn,ncaafb,
36,Colorado State Rams,2023,espn,ncaafb,
36,Colorado State Rams,2024,espn,ncaafb,
36,Colorado State Rams,2025,espn,ncaafb,
38,Colorado Buffaloes,2001,espn,ncaafb,
38,Colorado Buffaloes,2002,espn,ncaafb,
38,Colorado Buffaloes,2003,espn,ncaafb,
38,Colorado Buffaloes,2004,espn,ncaafb,
38,Colorado Buffaloes,2005,espn,ncaafb,
38,Colorado Buffaloes,2006,espn,ncaafb,
38,Colorado Buffaloes,2007,espn,ncaafb,
38,Colorado Buffaloes,2008,espn,ncaafb,
38,Colorado Buffaloes,2009,espn,ncaafb,
38,Colorado Buffaloes,2010,espn,ncaafb,
38,Colorado Buffaloes,2011,espn,ncaafb,
38,Colorado Buffaloes,2012,espn,ncaafb,
38,Colorado Buffaloes,2013,espn,ncaafb,
38,Colorado Buffaloes,2014,espn,ncaafb,
38,Colorado Buffaloes,2015,espn,ncaafb,
38,Colorado Buffaloes,2016,espn,ncaafb,
38,Colorado Buffaloes,2017,espn,ncaafb,
38,Colorado Buffaloes,2018,espn,ncaafb,
